workappid,workappcategoryid,userid,usermanagerid,usertypeofworkid,userroleid,permissionlevelid,permissionlevelisprivileged,0f59352a-ac72-4939-a50a-968d45eaaa48,1b6fbbb5-c339-48b3-a687-3cf94743b6ed,28978f92-779b-4c5b-9158-ee2f50126e82,3539597d-bf7c-48a9-b17b-0a6797fd7a9c,51b9afbc-5cd2-4f0e-b6dd-df8ccc59349c,7a2e09e6-1c6c-48d9-9158-0c20522fea6e,9d443c13-9ecd-4968-aedb-b29091d86e0d,9ed4c25f-ddbf-4165-87f0-dbc21fec27d3,NULL,b0ea3967-d8ae-4d3b-8c67-36c8093b2f4f,b2461ae8-bdb8-4e26-b498-fcc5f24a11b5,f88e80cf-980b-4bfd-b20f-bedc16b70fdb
6316185116875363527907914939090461619,15,105146779602764891244428267007367100080,286392694998912974195611125270480071126,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,105968790282858608976913109302674748677,269060504179808300657734787876250564146,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,0,0,1,0,0,0,0,0
6316185116875363527907914939090461619,15,106034236332594801533119361560923738039,269171309819458300501565234849742680982,5.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,106778003559093407784563293083373284973,133006839611232086563486291675975336885,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,111461190203492293692646587670596085805,50831337730849944321952841902339968884,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,118964379506845452578659965546456294671,166428768197346947766025182063356402723,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,121519525680253297811590570504136765077,50831337730849944321952841902339968884,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,121661261380944047847259412728638905666,151739332144336147357751218681445514068,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,124988129553665594903082340716890780270,46665561627653219779574752096272683202,3.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,0,1,0,0
6316185116875363527907914939090461619,15,125004131559677486913387065508388805951,132558500033242773232985224394394040414,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,0,0,0,1
6316185116875363527907914939090461619,15,126226600451557069084327913651251799708,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,0,0,0,1,0,0,0,0
6316185116875363527907914939090461619,15,129617456876137793124125677793509511401,102791329747570101400175766977930966760,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,0,1,0,0,0,0,0,0
6316185116875363527907914939090461619,15,130454594885605584952866731664690545355,46665561627653219779574752096272683202,3.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,0,1,0,0
6316185116875363527907914939090461619,15,130886802823364860284531986997492748898,102791329747570101400175766977930966760,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,132558500033242773232985224394394040414,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,133006839611232086563486291675975336885,277571075826254762533973338928003681878,6.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,133309879158877361744141210822566443732,206613129683730413173719092615162857235,10.0,1,199522170379288336947514833756115402581,0,0,0,1,1,0,0,0,0,0,0,0,0
6316185116875363527907914939090461619,15,136583994334931923942527959073293487865,251199031965794254480841707643490226900,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,139226397773761231703776665086299037966,102791329747570101400175766977930966760,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,144133241501699490059577866936516775407,151739332144336147357751218681445514068,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,146261192473366111135329720915904098576,151739332144336147357751218681445514068,6.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,151739332144336147357751218681445514068,277571075826254762533973338928003681878,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,154190208446496852276784828394332851386,-1,1.0,3,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,155983465642597914656252740339398298340,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,1,0,0,0,0
6316185116875363527907914939090461619,15,160945513923162338462928943240242516433,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,161033688071699168251262131789681811685,102791329747570101400175766977930966760,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,162800649664319029642198415694764854835,46665561627653219779574752096272683202,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,0,0,0,0,0,1,0,0
6316185116875363527907914939090461619,15,164049376005011385868850379895446951642,50831337730849944321952841902339968884,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,166428768197346947766025182063356402723,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,174520042740492656289758642405319005585,251199031965794254480841707643490226900,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,179205718747524978338704058995477053561,277571075826254762533973338928003681878,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,182167550013718852784285584700501604816,166428768197346947766025182063356402723,13.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,187012557101845112357013144759492416141,133006839611232086563486291675975336885,14.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,187162452946075862154820870618876536480,46665561627653219779574752096272683202,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,0,0,0,0,0,1,0,0
6316185116875363527907914939090461619,15,189835263235752847486469948973104148938,166428768197346947766025182063356402723,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,191417096488317237627476977756535213748,269060504179808300657734787876250564146,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,191974660172806353539688166385424104695,50831337730849944321952841902339968884,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,192287231604496478895303336089008058132,46665561627653219779574752096272683202,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,0,1,0,0
6316185116875363527907914939090461619,15,196628835498355607299640273665850506920,132558500033242773232985224394394040414,13.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,200592460974935308761528372727109164133,269060504179808300657734787876250564146,11.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,201479777505607647436066668284647831322,30626059837473805841951370638162281190,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,206613129683730413173719092615162857235,269060504179808300657734787876250564146,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,214027231742316649671432079012337694969,132558500033242773232985224394394040414,10.0,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,1
6316185116875363527907914939090461619,15,215339009106190076641035966966229765347,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,1,0,0,0,0,0,0,0,0,0,0
6316185116875363527907914939090461619,15,220306460203551900655244166394347830397,46665561627653219779574752096272683202,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,225230267443488795553364034785142655675,269171309819458300501565234849742680982,1.0,2,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,228509176043732488400329951253367200207,50831337730849944321952841902339968884,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,228657344006269350703349502589075111517,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,228810917681500856915425632329624302465,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,231258759316836822627882679423761874584,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,239478318549384901978691887413216806476,151739332144336147357751218681445514068,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,245270591548437876494632342910449107249,166428768197346947766025182063356402723,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,245498190852104957093230115786780931561,303400129384899808369412048150574604940,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,250292632292332494050685944203016774301,151739332144336147357751218681445514068,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,1,0,0,0,0,0,0,0
6316185116875363527907914939090461619,15,251199031965794254480841707643490226900,154190208446496852276784828394332851386,2.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,262344544292610307444484478870649127217,269060504179808300657734787876250564146,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,263869251240911900621893401219798518483,102791329747570101400175766977930966760,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,269060504179808300657734787876250564146,-1,11.0,3,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,269171309819458300501565234849742680982,303400129384899808369412048150574604940,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,269995509103865777849418293885295432370,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,272851883591764673519541855626010048833,220306460203551900655244166394347830397,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,277571075826254762533973338928003681878,303400129384899808369412048150574604940,14.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,279310592190494625421753456796441978554,-1,-1.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,283523765044207519182238453915298777039,269995509103865777849418293885295432370,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,284783844700651573274183847046194088199,102791329747570101400175766977930966760,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,0,1,0,0,0,0,0,0
6316185116875363527907914939090461619,15,286392694998912974195611125270480071126,50831337730849944321952841902339968884,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,292103708979321264495268071148077242344,50831337730849944321952841902339968884,12.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,293895070633481161101529423363575381373,133006839611232086563486291675975336885,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,296022443714261881041805602868754294989,225230267443488795553364034785142655675,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,303862531889826098091151551011430669249,269060504179808300657734787876250564146,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,312570056357769628239488414557505793703,102791329747570101400175766977930966760,10.0,1,199522170379288336947514833756115402581,0,0,0,1,0,0,1,0,0,0,0,0,0
6316185116875363527907914939090461619,15,328308971635777821962004637334290189933,286392694998912974195611125270480071126,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
6316185116875363527907914939090461619,15,329908791155768238388946602629111852798,50273973478405706248327028447573058532,10.0,1,199522170379288336947514833756115402581,0,0,0,0,0,0,0,0,0,1,0,0,0
7545378050305982463244945664423858883,6,191417096488317237627476977756535213748,269060504179808300657734787876250564146,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,9909161554132551083184732665662728442,133006839611232086563486291675975336885,14.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,47918994896506067131952946268369950508,151739332144336147357751218681445514068,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,96873763539442595432041706935033757766,102791329747570101400175766977930966760,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,102791329747570101400175766977930966760,277571075826254762533973338928003681878,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,106778003559093407784563293083373284973,133006839611232086563486291675975336885,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,121661261380944047847259412728638905666,151739332144336147357751218681445514068,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,130886802823364860284531986997492748898,102791329747570101400175766977930966760,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,133006839611232086563486291675975336885,277571075826254762533973338928003681878,6.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,139226397773761231703776665086299037966,102791329747570101400175766977930966760,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,144133241501699490059577866936516775407,151739332144336147357751218681445514068,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,146261192473366111135329720915904098576,151739332144336147357751218681445514068,6.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,149439573744357823517566453987701084294,133006839611232086563486291675975336885,10.0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0
9220484216543903327156488198644595662,2,151739332144336147357751218681445514068,277571075826254762533973338928003681878,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,161033688071699168251262131789681811685,102791329747570101400175766977930966760,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,179205718747524978338704058995477053561,277571075826254762533973338928003681878,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,187012557101845112357013144759492416141,133006839611232086563486291675975336885,14.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,200592460974935308761528372727109164133,269060504179808300657734787876250564146,11.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,239478318549384901978691887413216806476,151739332144336147357751218681445514068,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,250292632292332494050685944203016774301,151739332144336147357751218681445514068,10.0,1,21449508576258960816654501836629647773,0,0,0,1,0,1,0,0,0,0,0,0,0
9220484216543903327156488198644595662,2,263869251240911900621893401219798518483,102791329747570101400175766977930966760,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,269060504179808300657734787876250564146,-1,11.0,3,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,277571075826254762533973338928003681878,303400129384899808369412048150574604940,14.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,293895070633481161101529423363575381373,133006839611232086563486291675975336885,10.0,1,117475389747520001854015527816854310171,0,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,296022443714261881041805602868754294989,225230267443488795553364034785142655675,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,303862531889826098091151551011430669249,269060504179808300657734787876250564146,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
9220484216543903327156488198644595662,2,329908791155768238388946602629111852798,50273973478405706248327028447573058532,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
13635326256218565789317376851105308766,2,19070315760616304144432208918563985188,182167550013718852784285584700501604816,6.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
13635326256218565789317376851105308766,2,29178074947218409824727303347528049454,69254799405347329747307848454683955223,10.0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0
13635326256218565789317376851105308766,2,46665561627653219779574752096272683202,277571075826254762533973338928003681878,3.0,2,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0
13635326256218565789317376851105308766,2,47918994896506067131952946268369950508,151739332144336147357751218681445514068,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
13635326256218565789317376851105308766,2,75239828157792444036679632407222929556,46665561627653219779574752096272683202,3.0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0
13635326256218565789317376851105308766,2,96330658555995957894406325583132859219,277571075826254762533973338928003681878,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
13635326256218565789317376851105308766,2,102996246827948493105882939420846875790,269060504179808300657734787876250564146,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
13635326256218565789317376851105308766,2,121661261380944047847259412728638905666,151739332144336147357751218681445514068,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
13635326256218565789317376851105308766,2,124988129553665594903082340716890780270,46665561627653219779574752096272683202,3.0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0
13635326256218565789317376851105308766,2,125004131559677486913387065508388805951,132558500033242773232985224394394040414,10.0,1,239120436364887906623739370151468202635,0,0,0,0,0,0,0,0,0,0,0,0,1
13635326256218565789317376851105308766,2,130454594885605584952866731664690545355,46665561627653219779574752096272683202,3.0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0
13635326256218565789317376851105308766,2,144133241501699490059577866936516775407,151739332144336147357751218681445514068,10.0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0
