userapproleid,workappid,workappname,workappcategoryid,userid,typeofworkname,userroleid,permissionlevelid,permissionlevelisprivileged
81d6ba40-0e01-4d17-b792-41d3544464ef,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,64102f7e-5741-433f-a3c7-1e41366943b5,ITAndOrganization,1,,
37f6c097-8609-4aa3-b327-a4598bc6cd43,e907a698-b151-4282-8c66-1e679a96f5f2,Mailjet,12,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
a1b31462-bf87-4a38-a518-481c7a5f06d8,e907a698-b151-4282-8c66-1e679a96f5f2,Mailjet,12,64102f7e-5741-433f-a3c7-1e41366943b5,ITAndOrganization,1,,
d618363a-def0-453f-a2f9-119145a38049,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,bc4c9b87-af39-4ecc-a9aa-8a8402d5a29d,Other,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
801b7c06-e152-4344-9c62-b06137e6e3a0,e907a698-b151-4282-8c66-1e679a96f5f2,Mailjet,12,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,,
058e2f60-831b-48ee-95b6-fd38c871865b,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,4d7c5b08-1ced-44a4-87f0-c19237e8648e,Other,1,,
be831f58-6eff-41e1-8340-b98b625f2632,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,,
a5c48762-5263-4304-831e-02e5381529b4,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,cb1f3e5b-79fe-411a-a44a-794efc0492b2,Other,1,,
857bdf01-e405-4d4c-bdcc-c5374190c549,25366964-23e0-47d1-9b3b-a0786eedf28e,GitHub,2,7925f5cf-17d5-4dd0-9988-bc197b5e60e5,Other,1,,
f530fdb7-1023-4082-b36a-6f806a975f35,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,dbc120c4-8a9e-4b3d-8d4d-44b94c08d7e8,Sales,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
df371cdd-98f5-4e4c-9881-e22707186621,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,c6835e86-4d66-438d-879b-4ee4f311cad3,Other,1,,
c4046f88-d4c9-4f3e-bf75-26ee92c0d498,753d7586-4d85-4280-b26a-8f181d4c01d7,Chargebee,11,890c31a6-7dd0-4402-8012-5a3c076f39d0,ServiceAndSupport,1,,
e6da587c-ebe1-4545-99e7-de48612f89dd,0a42117d-03f3-413c-9a0c-c7265e64605e,Bird Eats Bug,2,15f37e29-d8f6-465e-a6ce-9511d2dca32e,Other,1,,
2d5c1006-6bd6-4295-80a2-1966686a7cad,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,f6fe0208-e891-497e-b62b-24a964fa4e6d,Other,1,,
77375156-5d58-4e00-bb1d-1cf7eb832aa6,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,7d3503cb-c277-4cbb-95d4-b75b8e29dc23,Other,1,,
d9c6feb9-210a-4e9d-88e0-0849c419f2a9,5ad3f318-7e03-4c77-8bba-161fbed7d19f,Google Analytics,7,a971c58a-89cb-4ef5-a7ed-e90168344abb,Administration,2,,
62464e03-926c-435b-8884-559a559d5b86,6a934c67-3e88-4602-9c69-c3ff52e0afb6,Grain,9,5e0aeb86-0e79-4849-9f9e-69a430b61d3f,Other,1,5f96c28c-e899-43ce-9f13-8834c55edaf5,False
4f83c741-7988-462d-a003-be7883bf9849,05ad2fdc-24dc-45b1-8be7-e5570ddd92c3,BeFunky,6,90019780-2b38-4159-8876-515cc1174eb4,Other,1,,
6f248c61-96e4-475e-ab03-5833d5d1048c,6287097d-c79b-4330-9fce-83a627da6f5d,Bitrix24,9,106c9ca5-2577-4296-9c20-627794a00c37,Other,1,,
d46e7b50-ed34-4084-b926-6e2250dd032d,c3e8725d-f65e-4b37-a083-54de8020193b,Similarweb,7,adfad123-7082-475f-b4ae-87d6138b7e98,Other,1,,
10ce61f8-4c09-4fd9-9aa6-f92e8b558ce1,136c1f73-aa1c-4611-be2c-04908f601dea,Stitch,7,cb1f3e5b-79fe-411a-a44a-794efc0492b2,Other,1,,
8ddc9123-58c6-4ada-9872-c93ce0c1ba2b,936a6328-2eae-4883-90f3-b08653640d42,ClickUp,9,ac05cd76-0d2e-40ad-a68f-536f6d42be5d,Other,1,,
d4a81831-c657-4957-a868-0d545c721206,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,deb3d94e-a06f-4cb5-90fc-66205ec6a8cd,Other,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
0662eaf0-3733-4e48-bfe8-c200b3b271b1,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,5e8f2b22-e128-4269-893d-971ddc623038,Other,1,,
647b115c-8208-46c4-8a73-e517e4c14600,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,a200c8da-724c-4fe5-be84-89d7ecaa0ce3,Other,1,,
c2890486-e8d6-4637-86d3-63d790f4ca2d,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,e549f806-aecd-4347-93e3-3f217bb5d9f7,Other,1,,
f8ab0d8b-6a1e-4e2a-b31d-718cd79bc027,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,c68bc2fd-cef7-42d2-9f75-7e0bfba57dc6,BusinessDevelopment,1,,
03c69074-a605-4ce9-8ffb-ce6fe8dcaede,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,90019780-2b38-4159-8876-515cc1174eb4,Other,1,,
d8028430-8e02-4167-ad00-21e233e341e6,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,6224a41c-fcb8-4c8d-bde6-faddbb5682cb,Design,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
4231d689-2684-4378-9a6d-d19bc75c10d3,935b2a47-fa53-4eb4-9d42-51b1c8341c46,LinkedIn,10,adfad123-7082-475f-b4ae-87d6138b7e98,Other,1,,
bb9f11a9-0375-4408-afb4-04e415730ac6,873b0566-1c75-4ccd-8ec4-1a0f26acfe90,CircleCI,2,dd1a21b7-5bd6-4837-a476-c67937c7fd7d,Other,1,,
760762ff-1ef7-4581-8e0d-097b28c2205d,6a934c67-3e88-4602-9c69-c3ff52e0afb6,Grain,9,68be0762-db03-4de1-a241-e0c1e149610e,Other,1,,
8e0caff3-48cc-470d-8c57-04ad2edcc530,7b900372-e3e1-435e-be81-d5c256ef7a98,Amplitude,7,c6835e86-4d66-438d-879b-4ee4f311cad3,Other,1,,
6378dc42-cc10-4104-89a7-8021463e22aa,936a6328-2eae-4883-90f3-b08653640d42,ClickUp,9,7914fa7c-dfff-4477-aba6-b2b92adfd1d1,Other,1,,
7b080399-2f2b-4e42-9ed7-f1a7bcf5e3a5,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,0e58cf28-dc3e-4099-95da-e68422031724,ITAndOrganization,1,,
adb39eaa-8d81-4540-9908-9d5e8e436685,a4dd8cbf-b7d5-4505-87cb-4f5f1cacd22d,LinkedIn Campaign Manager,12,7914fa7c-dfff-4477-aba6-b2b92adfd1d1,Other,1,,
48db5f7d-f210-4921-bdc7-2ea37221055e,606f2ae5-5b0c-42f9-bf01-81fcfc376ba4,Loom,15,7559529e-8054-4a25-b72c-0a4c32bf4ae4,Other,1,,
779b1eef-f014-4c22-a199-13172ba480a4,c453eb3b-a4ef-4a35-894f-3e41558e1f83,Twilio,2,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
cdbb7297-1410-46d6-a9aa-eba236cf2231,936a6328-2eae-4883-90f3-b08653640d42,ClickUp,9,a5bd7b19-f493-4673-b905-9db7338cbc7d,Other,1,,
200397ad-2a65-4b18-a71f-9a1fda8e54ef,a396caea-1d6a-42c3-b28f-fa510cf419b6,Elastic Cloud,8,e499cb7f-827c-4204-b299-b92d25791bc1,Other,1,,
76434331-a1c2-4aa9-819e-66a8ddb7136d,bc4de573-aac4-4bcf-805a-f2b2334d6f6e,Lano,10,73fff436-94c4-49b9-8c4c-9b61ba298cba,Administration,3,,
a162387d-5079-497a-bf39-dc8ab7b71c90,25366964-23e0-47d1-9b3b-a0786eedf28e,GitHub,2,4d7c5b08-1ced-44a4-87f0-c19237e8648e,Other,1,,
6286e614-090a-46ae-a50e-3bbe94c3fcf9,1a75af82-cbd2-4079-9566-bab3f41dfd28,StatusPage,2,4d7c5b08-1ced-44a4-87f0-c19237e8648e,Other,1,,
1960d77c-84db-419f-ac84-c04bb284d4ad,25366964-23e0-47d1-9b3b-a0786eedf28e,GitHub,2,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,,
3b7c0ebb-a090-46a3-bf9c-f47763db8dfe,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,ca6b2b0e-2f20-4b0f-9dbb-5c900851b632,ProductManagement,3,,
c330a317-440e-44d4-83b5-e5168b96d27d,91c54713-afe0-448d-8de5-64b699682191,Amie,9,ca6b2b0e-2f20-4b0f-9dbb-5c900851b632,ProductManagement,3,,
58b3c4ec-4c31-480a-9248-fe400a7c14d0,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,07746f62-750a-467a-9b1a-373c3708e8fa,SoftwareDevelopment,1,,
6dbfbb6d-c403-4367-a8af-d6d4f32c8be7,e7a1ed80-fb11-4f4e-8a19-06d66e86063b,Riverside.fm,13,dbc120c4-8a9e-4b3d-8d4d-44b94c08d7e8,Sales,1,635ca3df-5587-40e5-be8a-7f4099638fd1,False
283e46ab-b31e-4a31-8455-34a022bfb6cf,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,890c31a6-7dd0-4402-8012-5a3c076f39d0,ServiceAndSupport,1,,
0a60c277-f721-4995-a8c9-5d4b6cd29643,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,25d26a43-a2be-4cae-8749-2026342a23e4,Other,1,,
75146e9b-0950-434c-8c9d-6dc834770c23,9256411b-cba5-4546-9ddb-f8f05a03db2a,Slack,15,7925f5cf-17d5-4dd0-9988-bc197b5e60e5,Other,1,,
f9a70db5-c26e-4944-8963-c1b5fe56d610,873b0566-1c75-4ccd-8ec4-1a0f26acfe90,CircleCI,2,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,,
add45ce3-1af9-4686-9390-7e5b3ae38fcc,b21c8e4c-596a-4dd4-bb41-faeb55816d92,Notion,9,8ed0f119-959b-4b7e-98e6-e0dce7a6b1ca,Other,1,aa581817-9f42-4e28-94f2-282ae07aee0c,False
277d4195-01f4-41fc-a73e-79bd0316ddf8,936a6328-2eae-4883-90f3-b08653640d42,ClickUp,9,bcfb2c7b-f471-4564-8d15-db40c73752d4,BusinessDevelopment,1,,
0ea6e36d-a7cc-4ad6-b736-00aa469be76a,40355bd2-f46d-46a5-ac33-dfdc379636a4,Apollo,4,263dc271-8906-48e4-bd6b-2347ff78cf74,Sales,1,,
7ceecf3b-2156-4426-a8b2-99909074b27d,f206b019-6641-4d1a-bfda-4ed64d3217cf,ConvertFlow,14,a878a105-7a66-46f8-8ccc-f1efd2697a6b,Other,1,,
626040cb-bcdd-4bd4-ad7c-c61ceec74c5b,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
26c9ff2b-7c29-4a91-a470-49c2504dc826,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,8cb14ef1-5434-4e55-a75d-a269d9a8128d,SoftwareDevelopment,1,,
48527aca-1b3b-4a2b-a099-f7ee86fbd444,a396caea-1d6a-42c3-b28f-fa510cf419b6,Elastic Cloud,8,3419fd3b-ff30-42cf-b382-8bdc69831017,Other,1,,
7b07c20a-48e5-4e4b-ba89-bcb3cff8d033,a396caea-1d6a-42c3-b28f-fa510cf419b6,Elastic Cloud,8,6e08e18b-1787-42bd-a860-fd3cb696f110,ITAndOrganization,1,,
6a41bcab-ea7a-4a2b-b350-be71728fae27,04c073f8-2437-47a7-866d-a80a957de3b3,Zoom,15,a200c8da-724c-4fe5-be84-89d7ecaa0ce3,Other,1,961a927e-fe39-47d8-bc23-a7be508f7f55,False
2fcb78dd-e47c-4bb6-b82f-77ffc58cc26f,d3189edb-738c-47b1-a130-ff5bafdf7a9b,BrowserStack,2,8cb14ef1-5434-4e55-a75d-a269d9a8128d,SoftwareDevelopment,1,,
07b70b2b-8bd7-4c85-bf24-8851e58fe062,0a42117d-03f3-413c-9a0c-c7265e64605e,Bird Eats Bug,2,7d3503cb-c277-4cbb-95d4-b75b8e29dc23,Other,1,,
0d7125c3-7a66-4474-ae66-13a05ffed8de,25366964-23e0-47d1-9b3b-a0786eedf28e,GitHub,2,39252591-6838-4dde-9035-bd0faeba5f3f,Other,1,,
19a576ee-b912-4e8c-befc-aa6cd16bf4ab,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,0e58cf28-dc3e-4099-95da-e68422031724,ITAndOrganization,1,,
242fdaba-1e65-40d3-8590-9d9c2f192a0b,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,d7753a0a-0229-4271-8f13-89171a26a9d6,Other,1,,
29ef0191-1749-4216-ad94-8a0d97bce55a,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,15f37e29-d8f6-465e-a6ce-9511d2dca32e,Other,1,,
3f0bc5b6-c1a7-4740-b3a2-e8730f2ae849,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,106c9ca5-2577-4296-9c20-627794a00c37,Other,1,,
44533473-83c6-4c72-84a5-35ee679f2ec8,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,7925f5cf-17d5-4dd0-9988-bc197b5e60e5,Other,1,,
466d74f8-93bf-4648-9792-7a36454d1f73,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,8ed0f119-959b-4b7e-98e6-e0dce7a6b1ca,Other,1,,
47de8a03-5632-43fd-a177-26c8a3b831f2,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,7d3503cb-c277-4cbb-95d4-b75b8e29dc23,Other,1,,
56033362-355b-480a-aede-b590876f9e27,7b900372-e3e1-435e-be81-d5c256ef7a98,Amplitude,7,1afbabf7-1de0-455f-b92e-9b8a0f6febc9,Other,1,,
6fffde14-b025-4cac-b4b2-e5bb8b87dcea,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,73fff436-94c4-49b9-8c4c-9b61ba298cba,Administration,3,,
462dfb89-7cd8-49ae-bf41-c447aed177c4,eddc5398-2644-4a4c-9ec5-3766fa73267e,Qwilr,4,7b6ac2b4-199f-4738-842e-0a5838efd6da,Other,1,,
6ebe3ed5-f30c-4a8d-b869-7a4a7b93d4d1,22873d53-92e3-4e3a-9aad-424253eb0e94,Payfit,11,73fff436-94c4-49b9-8c4c-9b61ba298cba,Administration,3,,
0baf7cb8-f727-4d06-9c26-73a291c530f8,d58949d9-0cc4-44f4-a476-c3aadc921dab,Slido,15,bcfb2c7b-f471-4564-8d15-db40c73752d4,BusinessDevelopment,1,,
cfbfbcca-c504-4134-b272-25ec857e72d8,2e3eff2e-c215-40fe-af4e-5d5703c7bfc1,Hotjar,7,a200c8da-724c-4fe5-be84-89d7ecaa0ce3,Other,1,,
58c080b6-e7ea-4e50-83a7-1dbd01616d36,606f2ae5-5b0c-42f9-bf01-81fcfc376ba4,Loom,15,e549f806-aecd-4347-93e3-3f217bb5d9f7,Other,1,,
a9d35584-7e94-4d30-a9e7-5c27851f935a,606f2ae5-5b0c-42f9-bf01-81fcfc376ba4,Loom,15,5e8f2b22-e128-4269-893d-971ddc623038,Other,1,,
d3386b82-3920-48f1-a7dd-c9d232b6e6b3,606f2ae5-5b0c-42f9-bf01-81fcfc376ba4,Loom,15,a200c8da-724c-4fe5-be84-89d7ecaa0ce3,Other,1,,
df7c3978-7227-4c82-b9e4-63f8adb35e45,606f2ae5-5b0c-42f9-bf01-81fcfc376ba4,Loom,15,c68bc2fd-cef7-42d2-9f75-7e0bfba57dc6,BusinessDevelopment,1,,
65e70d47-47d3-4b04-a214-9814a2bdf73e,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,dd1a21b7-5bd6-4837-a476-c67937c7fd7d,Other,1,,
32f3b6d1-0dd7-493f-b78c-ee3e01b454fe,b21c8e4c-596a-4dd4-bb41-faeb55816d92,Notion,9,dbc120c4-8a9e-4b3d-8d4d-44b94c08d7e8,Sales,1,c4e05dd3-6833-487d-a404-46cf5d45c2ae,False
24b65586-2583-4438-9abf-c66186a38daa,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,170a5d54-967f-430c-b607-9775bf0a42e6,Administration,3,,
5b01ebc3-bcb4-4ffc-b819-be88611a2dba,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,f8321f3a-1aa9-401d-b425-57e94ff9aefe,Other,1,,
798bb07c-9e0e-4226-823f-c6433f13ecef,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,,
a844b378-5d62-44d6-8a70-f4546b8c7b51,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,a200c8da-724c-4fe5-be84-89d7ecaa0ce3,Other,1,,
c0cf9678-a09f-4e0e-9ed7-c45a9da22fc3,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,004ef899-bd49-474e-ba97-0833c2141a63,Other,1,,
cbd9b0f9-5bdb-45d9-b279-2b2c9ae91f49,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,b429d8b2-6d41-4b0a-af1c-14544e82064c,Other,1,,
f161e83c-a5d8-4a0a-b15f-a6983c26588a,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
f565953f-b614-43d4-8f97-a189b2e1d5af,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,4d54e3d6-efc7-4ac5-83d1-640cae31b6e8,Other,1,,
00bdda45-f541-4e42-950d-8115112d9288,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,53daa4f6-6a3e-486b-84c5-eaf2b176e82d,Other,1,,
06000bd9-1ee0-43e1-a0a1-91f9905bec4a,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,f8a687e5-adc2-4583-a63e-7a36efd0e100,Other,1,,
31a3d465-e4b0-467c-8988-1a20af943869,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,cb1f3e5b-79fe-411a-a44a-794efc0492b2,Other,1,,
359c1af6-381a-4301-885b-4c12587141f0,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,b59d1767-ec7f-4ea4-9b77-5f429f75d9ac,BusinessDevelopment,1,,
3d3b35a8-b683-4d75-ad77-8ee11bcb408e,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,3952859c-54f0-4b9e-840d-e97295ac4868,Other,1,,
6e9b26a7-3ec4-40d9-97e2-793e34c89512,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,dbc120c4-8a9e-4b3d-8d4d-44b94c08d7e8,Sales,1,,
3660b30e-d6a2-4dab-ade5-654241f9fe76,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,cb1f3e5b-79fe-411a-a44a-794efc0492b2,Other,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
16013985-f27b-43d4-be10-18b0bbb79061,e1ac9541-8fa4-419b-9447-cd6f0ca2863c,LaunchDarkly,2,c55db8ab-0c22-4b66-a198-c021d7894131,Other,1,623ad4fe-4af4-4519-908d-b387c002237c,False
018a908f-6455-482c-aa12-65dccfc6a710,387edef6-1069-439e-a14a-67788b0c9797,Guru,13,7d3503cb-c277-4cbb-95d4-b75b8e29dc23,Other,1,eb5b1b14-ea19-4bcb-9041-5535d9950403,False
9fc62190-b48d-4a40-a03f-af92582a82b6,873b0566-1c75-4ccd-8ec4-1a0f26acfe90,CircleCI,2,7925f5cf-17d5-4dd0-9988-bc197b5e60e5,Other,1,,
b02c4f0e-2d00-4f5f-8898-ae4693141dd9,90db3077-d9f7-4903-9d62-8cea1d237820,Segment,7,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
06d20d3d-0594-4ed2-823d-a749069a5493,d3189edb-738c-47b1-a130-ff5bafdf7a9b,BrowserStack,2,3419fd3b-ff30-42cf-b382-8bdc69831017,Other,1,,
5aa6b1f8-8248-41ac-be95-a73440b1fa0b,2eef4e1d-2781-44bd-92e9-e9663ca14986,DATEV Smart-IT,11,170a5d54-967f-430c-b607-9775bf0a42e6,Administration,3,,
449bc743-a1fe-4413-b14c-7043419d852f,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,e549f806-aecd-4347-93e3-3f217bb5d9f7,Other,1,,
4a904768-3c66-4268-b55d-af4fea5c1e6a,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,9b703dc8-34a6-44b0-8cf2-eb8508178713,Other,1,,
8313b8f3-8b7d-4710-8d8b-a482e45ac53e,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,4fc5737a-8624-4549-b594-412196860fb7,HumanResources,1,,
8e83899d-518f-4059-8d6b-3b50fb82890d,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,145e89ed-e540-44d4-9a61-ed1d7f1ed96f,ITAndOrganization,2,,
96eb427e-97e4-4bdf-882f-d09bca3f0c48,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,ca6b2b0e-2f20-4b0f-9dbb-5c900851b632,ProductManagement,3,,
cce9dfde-c576-4ba5-b683-f2afab62f394,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,ca808231-fab0-4f64-9bbb-52caddc97396,Other,1,,
d3ac0e1f-262a-4cf1-aac0-c0daa3ed71f9,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,5e8f2b22-e128-4269-893d-971ddc623038,Other,1,,
e72a521b-96e1-40cb-b1c3-5f825408a4db,45b3c470-ced1-419c-bc72-026adc589303,kiwi.ki,20,c68bc2fd-cef7-42d2-9f75-7e0bfba57dc6,BusinessDevelopment,1,,
f655835e-16b3-4c20-8eb0-4be257fe2335,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,3798b13e-695e-4fa2-87e0-a4ea97cc67ce,Other,1,,
637ce95f-a286-4eb9-ae89-2f4d3e52939e,19d1cbc4-0f47-4e86-8680-3db2b73e46f4,Apple Developer Account,2,7a7a43bd-d612-4635-8428-104b8c3a4e33,Other,1,,
145135c4-ea4f-45f2-a1d7-858b9d239781,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
17d332f5-a08e-4a99-9365-22ab0a1f0494,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,7925f5cf-17d5-4dd0-9988-bc197b5e60e5,Other,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
24d288f5-3472-40b0-aa65-e5124f07932c,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,906cf983-4131-4904-b47e-efc5a5bd7cf7,Other,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
592b60f1-2e45-40c7-890f-059aa531dc15,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,4dbb3a47-377d-4139-9ee6-4a5806761c66,Administration,2,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
04bef9f1-9c6b-4e5a-9086-72660bd5765f,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,,
04568a29-7062-4331-a98c-f325c11ecff6,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,c55db8ab-0c22-4b66-a198-c021d7894131,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
0c19357a-3bcb-4a7e-a322-ea7d78fbc04e,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,8ed0f119-959b-4b7e-98e6-e0dce7a6b1ca,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
203ebaae-54e8-4cc2-8abd-1b7286855fbf,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,a5bd7b19-f493-4673-b905-9db7338cbc7d,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
233ae0ca-4c26-42bb-8f1a-e315b7bbb1ee,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,6e08e18b-1787-42bd-a860-fd3cb696f110,ITAndOrganization,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
25e78626-abe8-4063-ba7b-54280ecf9864,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,dbc120c4-8a9e-4b3d-8d4d-44b94c08d7e8,Sales,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
33453e24-ced0-443d-83fe-a27d3b04d12f,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,3798b13e-695e-4fa2-87e0-a4ea97cc67ce,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
3744d1a1-357f-41fe-95fd-5ffd8b22509f,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,86d1c418-30f7-4e99-864b-775c9b9c0079,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
526248a8-876d-4351-979e-86bf1cb44ce6,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,b88565cd-f7c8-4b97-8c1a-8af3dd064131,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
55acae13-0efa-4c55-bbe3-45a220b71b22,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,deb3d94e-a06f-4cb5-90fc-66205ec6a8cd,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
6f3e797c-4dcd-4534-b79a-a7167c7a6d9f,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,2b069e10-2a1b-486f-ba35-332bc28d33c4,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
8a39ebf4-4948-48bd-a449-7d637cca8a43,9256411b-cba5-4546-9ddb-f8f05a03db2a,Slack,15,86d1c418-30f7-4e99-864b-775c9b9c0079,Other,1,c1201abb-fdc1-4802-be61-9b5770d29a47,False
8cd9c34f-cdb5-4a20-9b78-d3d016a731ce,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,d54cb0df-1c70-4575-9406-e02e3b2747cf,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
a0d6eb1d-307c-4224-8ae6-97f9ea7a165e,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,979397fa-ab38-4297-970e-6a5b03e7f71a,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
b1766203-718f-4eb8-bda8-a8656ff6f015,9256411b-cba5-4546-9ddb-f8f05a03db2a,Slack,15,2b069e10-2a1b-486f-ba35-332bc28d33c4,Other,1,c1201abb-fdc1-4802-be61-9b5770d29a47,False
e279d375-7ab1-43c3-a77c-b775b52fc7d7,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,5054b208-b9a0-4116-aa59-cded92862e6d,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
