userapproleid,workappid,workappname,workappcategoryid,userid,typeofworkname,userroleid,permissionlevelid,permissionlevelisprivileged
2daf534f-0f1d-41bd-8637-2999720872db,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,b9b01ad9-eb60-4917-8f96-35cf86f544b2,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
8d7af486-9b10-451b-9b1d-ca6c06559565,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,3952859c-54f0-4b9e-840d-e97295ac4868,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
c515be78-82fa-4133-809d-0dd9ab430585,7f6074d3-556f-450c-9ad9-05527558e0d2,Lokalise,12,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,,
9223a8af-4ef5-4416-8e26-6eb23aa22648,9256411b-cba5-4546-9ddb-f8f05a03db2a,Slack,15,8a81fcc8-88ac-433a-9b5a-81ba34bba3fb,ITAndOrganization,1,c1201abb-fdc1-4802-be61-9b5770d29a47,False
95107ef1-28fa-4d01-89fe-c1993f431e44,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
b615c110-dcbd-4e00-995a-8516912dcbf9,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,8d03c6ba-0714-48ab-81ca-52215fd5b05e,Other,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
bb4e50ea-caf7-4b87-81c5-6c70564e3139,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,8a81fcc8-88ac-433a-9b5a-81ba34bba3fb,ITAndOrganization,1,8deff3c0-2e1a-4f56-a4fc-ed59ed115202,False
f8eb873c-3c08-40d1-b02f-06f01d44b678,9256411b-cba5-4546-9ddb-f8f05a03db2a,Slack,15,b9b01ad9-eb60-4917-8f96-35cf86f544b2,Other,1,c1201abb-fdc1-4802-be61-9b5770d29a47,False
bd37cb1b-0b9f-4690-89b5-7b257d76fb6d,7b900372-e3e1-435e-be81-d5c256ef7a98,Amplitude,7,4fb8d8bd-3e4e-4f9c-8524-0ab83e487505,Other,1,8f823128-4c6c-4392-a037-ec0a14442f76,False
cde91be3-b748-47cd-871d-e2f7d4276fa7,a30938b2-564e-4eb9-a2e4-496c80eff28e,Modjo,4,23e8dceb-f94d-480d-804b-e8fb9091b4ab,Other,1,,
c63c16a4-c7b0-4e7c-bef9-200a5266b0df,a11d8fa7-ec70-4c6a-b5de-3057ca5fc57f,Salesforce,4,389aa9ef-300b-4b2c-b757-5cb5d9edc894,Design,1,,
5a31d26f-7e66-4b12-8024-51cb0e87b9bf,04c073f8-2437-47a7-866d-a80a957de3b3,Zoom,15,bc4c9b87-af39-4ecc-a9aa-8a8402d5a29d,Other,1,961a927e-fe39-47d8-bc23-a7be508f7f55,False
a2715341-b4f9-4c80-ba05-91579f0fa11b,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,7559529e-8054-4a25-b72c-0a4c32bf4ae4,Other,1,,
5eef3ab7-49ba-458f-8c0d-4e663dc4f9f7,eb79b456-fa28-4139-b78b-c140df26a06c,GetMyInvoices,11,ca6b2b0e-2f20-4b0f-9dbb-5c900851b632,ProductManagement,3,,
32b41b01-9a59-4804-b9bb-58ada6c2eded,873b0566-1c75-4ccd-8ec4-1a0f26acfe90,CircleCI,2,6c6f0d75-d0c5-4130-8a9b-f9cf5bd28def,Other,1,,
69095292-124b-46ff-a776-7ba7c5727ff4,ee6aba37-d8a2-4a2a-92af-2533ff03b45d,Figma,6,a200c8da-724c-4fe5-be84-89d7ecaa0ce3,Other,1,,
9d4caeec-1b51-42c2-8fda-66ac52851a0d,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,,
9e3e0083-dc22-4fb6-9dc5-b78a81ff5a87,15c80bc5-4f45-4cf2-847d-401d520da5f5,Cognism,4,263dc271-8906-48e4-bd6b-2347ff78cf74,Sales,1,,
c86f0158-2582-43dd-b669-509f915af082,25366964-23e0-47d1-9b3b-a0786eedf28e,GitHub,2,6224a41c-fcb8-4c8d-bde6-faddbb5682cb,Design,1,,
086dd105-b65f-47ad-968d-a776a4534afc,0312c9b6-6930-4286-9dae-b4bc9c348346,Contentful,13,a878a105-7a66-46f8-8ccc-f1efd2697a6b,Other,1,,
49e34ee4-fac5-4cad-a03c-81c1fb1a0635,a396caea-1d6a-42c3-b28f-fa510cf419b6,Elastic Cloud,8,25d26a43-a2be-4cae-8749-2026342a23e4,Other,1,,
4eeee1c6-eb2d-4178-b274-88d1b055d021,e7f7b27e-b831-4920-a0b7-4c643eafac0e,JetBrains,2,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,,
5442c465-10b4-4686-a4a9-b3a3807ec4ec,e1ac9541-8fa4-419b-9447-cd6f0ca2863c,LaunchDarkly,2,389aa9ef-300b-4b2c-b757-5cb5d9edc894,Design,1,07198366-dac6-4923-896f-4c668342e834,False
6a18a939-c98e-4008-b9f5-854c9b68444b,e7f7b27e-b831-4920-a0b7-4c643eafac0e,JetBrains,2,7227eeae-9bb3-4bf7-a3b8-b4cf34867b54,Other,1,,
6c6da3b6-c9a4-46c8-b5d9-31f7aa97731d,e1ac9541-8fa4-419b-9447-cd6f0ca2863c,LaunchDarkly,2,231b75d3-0305-40e5-ac91-ca70796a90c2,Design,2,07198366-dac6-4923-896f-4c668342e834,False
0d62df69-7323-4a3f-8031-df6d65267610,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,6277e19c-1b8a-4c19-a371-4ba7e31e9262,Other,1,,
175cc9ef-c819-45b0-82a8-c39629f3db6b,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,7925f5cf-17d5-4dd0-9988-bc197b5e60e5,Other,1,,
b337db80-3c7b-4231-94e0-290863eaec1d,1cba6a3d-01ba-4904-8c24-27e0e7cfe5c4,OpsGenie,2,64102f7e-5741-433f-a3c7-1e41366943b5,ITAndOrganization,1,,
d75354da-6abe-44d7-9da3-5cfaf8c820e1,999c90a0-6403-43bb-8970-6cb1cee24246,PayPal,11,170a5d54-967f-430c-b607-9775bf0a42e6,Administration,3,,
87de3d8d-f8fc-4249-9cd1-a87a761d07a7,0312c9b6-6930-4286-9dae-b4bc9c348346,Contentful,13,a200c8da-724c-4fe5-be84-89d7ecaa0ce3,Other,1,,
89c4a100-6067-4d70-a70e-abb2199ffe5c,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,7a7a43bd-d612-4635-8428-104b8c3a4e33,Other,1,,
cf64b41a-b88c-4191-aae5-2879d9caa769,e1ac9541-8fa4-419b-9447-cd6f0ca2863c,LaunchDarkly,2,bc4c9b87-af39-4ecc-a9aa-8a8402d5a29d,Other,1,623ad4fe-4af4-4519-908d-b387c002237c,False
89289b34-5b38-4257-82f0-51a1d9abd93f,75818da6-7ada-45ba-80b5-3dc32f91051b,Jasper,13,263dc271-8906-48e4-bd6b-2347ff78cf74,Sales,1,,
90e959b9-bd91-468b-93a9-8a0a95103216,cc670a8d-9a33-42ee-9b69-7cc1cd17190d,Zapier,8,cb1f3e5b-79fe-411a-a44a-794efc0492b2,Other,1,,
e3d6f6a8-2ac2-4862-9770-3ea5f528b477,873b0566-1c75-4ccd-8ec4-1a0f26acfe90,CircleCI,2,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,,
170ad4b2-4874-4452-852b-2ff67be9c6f7,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,4dbb3a47-377d-4139-9ee6-4a5806761c66,Administration,2,68a91472-05c0-46dd-8fa9-85ffefc31220,False
ffe4f884-51f5-4524-a617-1b054ac84c03,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,7559529e-8054-4a25-b72c-0a4c32bf4ae4,Other,1,,
334dd97b-6689-4ea0-96d3-af68ff5f32e9,75d85b4a-d0c0-429e-8588-3576613736da,DemoDesk,4,23e8dceb-f94d-480d-804b-e8fb9091b4ab,Other,1,,
23579b18-e98e-4b01-879f-f25c5662cd0d,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,f8321f3a-1aa9-401d-b425-57e94ff9aefe,Other,1,,
cfff515f-6911-46e6-bd6b-b7ba634b1701,b8177d69-82ad-467b-91e5-71df1b3fa13c,Intercom,16,b59d1767-ec7f-4ea4-9b77-5f429f75d9ac,BusinessDevelopment,1,,
489ace21-70e1-444b-8057-cb96eb3b8bae,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,6c6f0d75-d0c5-4130-8a9b-f9cf5bd28def,Other,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
75e11b85-e8f5-4eb6-8d60-4be6a13de53c,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,4fc5737a-8624-4549-b594-412196860fb7,HumanResources,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
d6cfa55e-1f31-4164-89ee-5dab6d76bcd1,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,73fff436-94c4-49b9-8c4c-9b61ba298cba,Administration,3,68a91472-05c0-46dd-8fa9-85ffefc31220,False
35ddc8a1-bce7-482b-8cfd-14acb01ce8d3,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,24342de3-3fe3-401f-9ef7-2e3f3d0cfc70,Other,1,,
81859d08-5dfc-49ef-82e4-714e39b86c2a,f0d84a2e-4c11-4f25-abd1-f5f5edafc0ee,Postman,2,5b871b4c-8867-4ea0-b163-d81a97f89d42,Other,1,aa844286-b05d-4d23-bcc4-9c0fdcc382bc,False
8bde6b1a-ad14-40c8-8a6a-657dd90f7574,73b4b7d5-5634-422b-b63b-9ae57a2d8073,Journey,4,2a1c73c0-2f69-49db-a136-dc47620c053d,Other,1,,
3f293148-d781-4f2d-a5d3-f26f67cb4b58,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,3419fd3b-ff30-42cf-b382-8bdc69831017,Other,1,,
49cf8098-adb0-460b-8256-41ef4f5570b1,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,4d54e3d6-efc7-4ac5-83d1-640cae31b6e8,Other,1,,
ba73bb03-d039-4baf-87cb-53e7ca8a4a6b,ca9d14d1-a84f-407c-bd41-7ad557b60b88,Firebase,2,cb1f3e5b-79fe-411a-a44a-794efc0492b2,Other,1,fdcf98bd-2f99-4b94-9c53-ce2ad169cb53,False
0d057fa8-5589-4b96-bc0e-f47cb731f17e,936a6328-2eae-4883-90f3-b08653640d42,ClickUp,9,adfad123-7082-475f-b4ae-87d6138b7e98,Other,1,,
4a4f9bd5-4ebf-41cf-aec8-c5b4b4c82347,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,6e08e18b-1787-42bd-a860-fd3cb696f110,ITAndOrganization,1,,
766fcaab-f7c7-41fb-9560-23112ed32ac4,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,86d1c418-30f7-4e99-864b-775c9b9c0079,Other,1,,
186d0e48-848f-4269-9ea9-16610547f62b,5ad3f318-7e03-4c77-8bba-161fbed7d19f,Google Analytics,7,ac23613a-58cc-450a-8ffb-8a37d199b381,Other,1,,
57bfcf9d-2764-4097-8100-4cf147dca7e6,936a6328-2eae-4883-90f3-b08653640d42,ClickUp,9,a200a52e-7e1f-462d-9583-60c06a1c092b,Other,1,,
90ade2bb-5c61-4455-b843-ca4c9b2f657c,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,adfad123-7082-475f-b4ae-87d6138b7e98,Other,1,,
b12abd3c-ba23-4780-b157-e28a0753b285,0312c9b6-6930-4286-9dae-b4bc9c348346,Contentful,13,a5bd7b19-f493-4673-b905-9db7338cbc7d,Other,1,,
916de0c7-f871-4843-9fb0-cc0e8d3a73db,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,deb3d94e-a06f-4cb5-90fc-66205ec6a8cd,Other,1,,
37d24699-7e4b-46aa-8c65-7299d298adfa,d38690f4-374b-4ea5-8f5c-64a1a030f4bd,Recruitee,10,834b566e-53dd-493b-a77d-6378867a5591,Other,1,,
d976b5e9-c8d8-42c1-81ec-51c90e0a881a,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,deb3d94e-a06f-4cb5-90fc-66205ec6a8cd,Other,1,,
1288fb63-0d97-4321-89f1-a58a64045ca2,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,61836a05-d1f1-4f07-badc-1f3e495a10e9,Other,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
2ab7f031-92f3-4993-9366-eee080c0bf07,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,170a5d54-967f-430c-b607-9775bf0a42e6,Administration,3,,
876f6403-2486-4f35-8d02-1872480f0572,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,a971c58a-89cb-4ef5-a7ed-e90168344abb,Administration,2,,
899b4ee2-6daf-402d-af2b-0ae6ee41035e,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,ca6b2b0e-2f20-4b0f-9dbb-5c900851b632,ProductManagement,3,,
bfa84c33-7d00-49b1-b383-5e31becc5e3a,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
c794c2da-a75d-4f12-b36f-758a72780d0c,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,c6835e86-4d66-438d-879b-4ee4f311cad3,Other,1,,
d52e437f-4d47-4770-8a44-febb459176fd,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,5054b208-b9a0-4116-aa59-cded92862e6d,Other,1,,
e0266402-80c9-437f-8ff0-81eab0997dc9,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,48e1354c-c429-48d0-b4cf-65169ffb8046,Other,1,,
c77f24dd-da1f-43bb-a6ae-7e06eb772ccb,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,a104253c-6316-4b7e-bcfe-5ec09c0638f9,Other,1,e491d5bf-ca1e-4421-b20a-bcca560e569a,False
f8894738-3b28-42b8-8712-783bbf50f199,935b2a47-fa53-4eb4-9d42-51b1c8341c46,LinkedIn,10,7559529e-8054-4a25-b72c-0a4c32bf4ae4,Other,1,,
75150398-2274-4037-b8c9-d4941495ef45,8b034d9e-e4c5-408b-bdec-09f647fdc94d,Calendly,9,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
ad5113c8-ed9a-4e10-a258-ac8ee86ac5ae,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,7559529e-8054-4a25-b72c-0a4c32bf4ae4,Other,1,,
b57be154-d956-4d3c-a824-65d11281abb6,d38690f4-374b-4ea5-8f5c-64a1a030f4bd,Recruitee,10,170a5d54-967f-430c-b607-9775bf0a42e6,Administration,3,,
370293dc-346d-4b4d-a700-724e2ef75ed3,673d654e-0bf7-4b94-857c-19dde78c9859,Typeform,6,7559529e-8054-4a25-b72c-0a4c32bf4ae4,Other,1,,
3306392a-d256-49a5-858a-b7aec23b720d,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,890c31a6-7dd0-4402-8012-5a3c076f39d0,ServiceAndSupport,1,,
4c7cf956-cb75-466b-96a2-4f6dd041c29a,cf1c15cf-c833-4508-b670-d35fef37b981,Dropbox,13,ca6b2b0e-2f20-4b0f-9dbb-5c900851b632,ProductManagement,3,,
00d3ff14-1cda-4224-b5db-4a5cc0be9323,935b2a47-fa53-4eb4-9d42-51b1c8341c46,LinkedIn,10,f6fe0208-e891-497e-b62b-24a964fa4e6d,Other,1,,
03b948aa-058e-48c9-be68-0b720bd0f55d,935b2a47-fa53-4eb4-9d42-51b1c8341c46,LinkedIn,10,dbc120c4-8a9e-4b3d-8d4d-44b94c08d7e8,Sales,1,,
0c7b7d7c-8092-4748-96ae-a5557a4a13e1,935b2a47-fa53-4eb4-9d42-51b1c8341c46,LinkedIn,10,979397fa-ab38-4297-970e-6a5b03e7f71a,Other,1,,
1d16644c-83a7-4604-87a2-d654647490d2,935b2a47-fa53-4eb4-9d42-51b1c8341c46,LinkedIn,10,6e08e18b-1787-42bd-a860-fd3cb696f110,ITAndOrganization,1,,
95ac3a0c-6f29-49d7-aeeb-43f6e8806a98,25406b53-dc8a-42a5-b864-5bf528a4efce,Personio,10,3798b13e-695e-4fa2-87e0-a4ea97cc67ce,Other,1,68a91472-05c0-46dd-8fa9-85ffefc31220,False
175dd292-853c-48a1-8b67-b7b8a0aa20b8,7b900372-e3e1-435e-be81-d5c256ef7a98,Amplitude,7,7a7a43bd-d612-4635-8428-104b8c3a4e33,Other,1,,
1d1042ae-4224-42a3-9303-09f29b988bae,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,bc4c9b87-af39-4ecc-a9aa-8a8402d5a29d,Other,1,,
3ac696f8-c377-492a-a288-8de67ce1fa83,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,240cdcdb-0fb9-4bac-8dc3-d881ae45972c,Other,1,,
bfc51a79-64a7-4cd8-8f09-c70e50d21126,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,5ef65be4-b915-4190-9ae2-d7106ecd669c,Other,1,,
22fa6674-6c95-42d3-ab64-4fc6bbac57f0,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,46ea8ce8-9649-401f-be84-b32b32d114e0,Other,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
4748b9a8-7a7f-450b-a139-142d5828a09a,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,e499cb7f-827c-4204-b299-b92d25791bc1,Other,1,,
5089bdac-f5d0-4cdf-a1d9-63a25ce1b653,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,07746f62-750a-467a-9b1a-373c3708e8fa,SoftwareDevelopment,1,,
5dbe6888-5f4e-4762-bf2e-6eb633bd2518,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,8d03c6ba-0714-48ab-81ca-52215fd5b05e,Other,1,,
dd9b64e7-af65-41b0-8339-84ed8d074fa6,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,7227eeae-9bb3-4bf7-a3b8-b4cf34867b54,Other,1,,
f2af5bf8-252d-46a1-9370-d58ec4eb7f6d,fed7e01d-6c2d-4122-9fb5-80878b4e64c2,Amazon Web Services,8,68be0762-db03-4de1-a241-e0c1e149610e,Other,1,,
116c4be8-e317-4191-9061-2de7d87c181c,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,a104253c-6316-4b7e-bcfe-5ec09c0638f9,Other,1,,
56d6bc27-b373-41cd-af9c-d61599321640,1034456b-d261-4d6d-8f48-2569563d7145,MongoDB Cloud,7,6277e19c-1b8a-4c19-a371-4ba7e31e9262,Other,1,,
9183a28b-4a3e-4e41-901d-90959bb27a7b,1034456b-d261-4d6d-8f48-2569563d7145,MongoDB Cloud,7,07746f62-750a-467a-9b1a-373c3708e8fa,SoftwareDevelopment,1,,
d6cfa7ed-9715-4a21-abd5-e3605e990757,e1ac9541-8fa4-419b-9447-cd6f0ca2863c,LaunchDarkly,2,b429d8b2-6d41-4b0a-af1c-14544e82064c,Other,1,07198366-dac6-4923-896f-4c668342e834,False
ff0ea0ba-3442-43b3-8d16-d1842a40d209,1034456b-d261-4d6d-8f48-2569563d7145,MongoDB Cloud,7,4d54e3d6-efc7-4ac5-83d1-640cae31b6e8,Other,1,,
ba7772a5-488f-424e-9d9f-8f9e880976b1,9a493e35-fb79-4fc4-b255-fb04ed29ba69,Wise,11,7925f5cf-17d5-4dd0-9988-bc197b5e60e5,Other,1,,
8d3f0bf8-c1a2-4e37-9e4c-649a465ec8cc,0a42117d-03f3-413c-9a0c-c7265e64605e,Bird Eats Bug,2,a104253c-6316-4b7e-bcfe-5ec09c0638f9,Other,1,b3e4ebbe-33cf-40ba-bf40-243e3965fa8b,False
f9f302f6-6414-4d52-ae41-cbabd1a82360,a11d8fa7-ec70-4c6a-b5de-3057ca5fc57f,Salesforce,4,23e8dceb-f94d-480d-804b-e8fb9091b4ab,Other,1,8cf00d99-1abd-4013-9b02-213813d13d00,False
3c78c677-ae47-4a42-9fdc-3e7065078304,d924013a-0554-425d-872d-fc0973c6a732,Looker,7,23e8dceb-f94d-480d-804b-e8fb9091b4ab,Other,1,,
ad787ae4-72f1-4ccb-95e4-1ba0177c706e,d42c8cf8-dc1b-4e17-ac45-b99940dc3078,GoCardless,11,9386c0ae-799e-4907-81b2-a8296b7f6114,FinanceAndAccounting,1,,
3d721801-70cb-4b81-9d97-0385e69bd586,daff9d1b-7e98-4d91-9219-ec40ad4b3775,ChatGPT,9,90019780-2b38-4159-8876-515cc1174eb4,Other,1,,
cb136c52-793e-4446-8f8b-7360711d8bc8,7f6074d3-556f-450c-9ad9-05527558e0d2,Lokalise,12,389aa9ef-300b-4b2c-b757-5cb5d9edc894,Design,1,,
d313104f-295b-468d-84c8-3957ac9396a8,a11d8fa7-ec70-4c6a-b5de-3057ca5fc57f,Salesforce,4,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,,
d94f3906-2bd1-491c-9277-0f313c196889,0a42117d-03f3-413c-9a0c-c7265e64605e,Bird Eats Bug,2,231b75d3-0305-40e5-ac91-ca70796a90c2,Design,2,,
e5389a19-e723-47d4-aa05-1eff014872e2,14b09e98-98e0-47f7-a4fb-89314b813a4c,Google Looker Studio,7,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,,
6682f009-496d-493b-8e6f-98cab3a0781a,7b900372-e3e1-435e-be81-d5c256ef7a98,Amplitude,7,c55db8ab-0c22-4b66-a198-c021d7894131,Other,1,,
75c55a68-46a3-48bc-ab98-8446dd36a237,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,c6835e86-4d66-438d-879b-4ee4f311cad3,Other,1,,
0084ee04-a5d5-4ab5-85b5-3af537c947a8,606f2ae5-5b0c-42f9-bf01-81fcfc376ba4,Loom,15,6e08e18b-1787-42bd-a860-fd3cb696f110,ITAndOrganization,1,,
e87990c6-377d-43c6-a2eb-c8363e00d7d3,a11d8fa7-ec70-4c6a-b5de-3057ca5fc57f,Salesforce,4,231b75d3-0305-40e5-ac91-ca70796a90c2,Design,2,,
e972bea9-781c-493e-9cc9-8046141053fe,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,5e07d690-586a-49ce-9c1d-d37ebecf726e,Design,1,,
a8cad51c-559a-4c22-b5e1-c27abea65340,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,a104253c-6316-4b7e-bcfe-5ec09c0638f9,Other,1,860a1e05-3096-49a0-91c7-01fb9abcb934,False
022ca48c-2cc9-4d62-9e34-ea521a1f42a1,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,5ef65be4-b915-4190-9ae2-d7106ecd669c,Other,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
225d01f6-35f4-4a9c-9613-a8c7f663a9cb,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,cb1f3e5b-79fe-411a-a44a-794efc0492b2,Other,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
6f4cb844-a246-4c06-a9b3-388296642278,fdde40e9-607e-4ca7-8dd2-b8400ab512ad,DemoCompany,11,7a7a43bd-d612-4635-8428-104b8c3a4e33,Other,1,50b8702a-de7c-4b41-a2a8-fe9dcf928c91,False
3729e89c-3867-4e36-9bc9-d4c22fd9e355,3ca478e6-5c40-4c13-a349-af3eba9aa100,Dux-Soup,12,dbc120c4-8a9e-4b3d-8d4d-44b94c08d7e8,Sales,1,29b2afab-a945-4bdb-ac5d-b273d4092bbb,False
4c5a1a9f-d637-40cd-ab40-1592939c00ba,27ee26d0-8e83-45f5-b6e8-3033f7db0142,Chargebee RevRec,11,9386c0ae-799e-4907-81b2-a8296b7f6114,FinanceAndAccounting,1,,
437f2cf0-b800-4419-81c7-a1a4eab1d895,d566bf00-d3ef-43c4-b8d8-5899cd167602,Aircall,16,23e8dceb-f94d-480d-804b-e8fb9091b4ab,Other,1,98307ec0-2275-4b9a-9ea8-edf4627fc1bf,False
f5e36995-f1aa-4678-97ce-36c434b09684,7b900372-e3e1-435e-be81-d5c256ef7a98,Amplitude,7,231b75d3-0305-40e5-ac91-ca70796a90c2,Design,2,,
fb115a68-74df-4b14-a006-cb3bc6b12656,6eecbf80-b3e7-4035-8e9f-e657c609d4ed,1Password,5,389aa9ef-300b-4b2c-b757-5cb5d9edc894,Design,1,,
fc33efcc-623c-44cc-b703-5c3f4a9962ea,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,231b75d3-0305-40e5-ac91-ca70796a90c2,Design,2,,
fcf70249-6e47-4820-8d7a-43ce1cb4f6c3,0dfce50e-fde9-4ad8-b461-90d777b03b20,Confluence,9,389aa9ef-300b-4b2c-b757-5cb5d9edc894,Design,1,,
0952f680-d490-4724-bf25-3ea0f5a49b85,b8177d69-82ad-467b-91e5-71df1b3fa13c,Intercom,16,d0d23ea2-3b44-4e8b-86f5-9926532c0e56,SoftwareDevelopment,1,,
bf65353e-f9b1-4a4c-9dfc-8c13908df13f,4ffa985d-fc96-405d-9842-46ad020818b0,Jira Software,9,c6835e86-4d66-438d-879b-4ee4f311cad3,Other,1,,
213e83a4-a1be-4773-9549-8327b0388ae4,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,24342de3-3fe3-401f-9ef7-2e3f3d0cfc70,Other,1,,
21964254-6fd1-4bba-a844-8d95644484f3,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,8ed0f119-959b-4b7e-98e6-e0dce7a6b1ca,Other,1,,
226efe3d-5ae2-4a27-b930-074490825764,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,6277e19c-1b8a-4c19-a371-4ba7e31e9262,Other,1,,
2be9681f-3066-4619-960d-6b54a8b75f33,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,ca808231-fab0-4f64-9bbb-52caddc97396,Other,1,,
3009f7d6-666f-4089-a560-5b05004833fd,9682214e-f7da-4957-bf04-19cecc8bbf18,Miro,9,deb3d94e-a06f-4cb5-90fc-66205ec6a8cd,Other,1,,
9dd8eee2-7c90-4c55-93a6-6bbb16d85014,a30938b2-564e-4eb9-a2e4-496c80eff28e,Modjo,4,46ea8ce8-9649-401f-be84-b32b32d114e0,Other,1,,
916d6481-863c-4f8b-bd62-5224d7476235,4ca7f3e3-d390-4eaa-ab7b-fa6c986a38d5,DocuSign,24,5e0aeb86-0e79-4849-9f9e-69a430b61d3f,Other,1,,
316cd973-eb79-4660-a516-c36e2bcdfdbb,0a85d63a-5242-47b5-8a4f-f513f9a64cf8,Pathway,11,ca6b2b0e-2f20-4b0f-9dbb-5c900851b632,ProductManagement,3,,
13b06944-74ca-4600-83fe-5a52afec2fe2,b21c8e4c-596a-4dd4-bb41-faeb55816d92,Notion,9,b88565cd-f7c8-4b97-8c1a-8af3dd064131,Other,1,aa581817-9f42-4e28-94f2-282ae07aee0c,False
